gene_id,HBR_Rep1_ERCC-Mix2,HBR_Rep2_ERCC-Mix2,HBR_Rep3_ERCC-Mix2,UHR_Rep1_ERCC-Mix1,UHR_Rep2_ERCC-Mix1,UHR_Rep3_ERCC-Mix1
ENSG00000234593|KAZN-AS1,0,0,0,0,0,0
ENSG00000302124,0,0,0,0,0,0
ENSG00000235829|TBCAP2,0,0,0,0,0,0
ENSG00000287756,0,0,0,0,0,0
ENSG00000294214,0,0,0,0,0,0
ENSG00000294586,0,0,0,0,0,0
ENSG00000293964,0,0,0,0,0,0
ENSG00000175147|TMEM51-AS1,0,0,0,0,0,0
ENSG00000310342,0,0,0,0,0,0
ENSG00000171729|TMEM51,0,0,0,0,0,0
ENSG00000204464|TMEM51-AS2,0,0,0,0,0,0
ENSG00000215720|MFFP1,0,0,0,0,0,0
ENSG00000278480|ZBTB2P1,0,0,0,0,0,0
ENSG00000142621|FHAD1,0,0,0,0,0,0
ENSG00000228140|EFHD2-AS1,0,0,0,0,0,0
ENSG00000233485|FHAD1-AS1,0,0,0,0,0,0
ENSG00000236045,0,0,0,0,0,0
ENSG00000142634|EFHD2,0,0,0,0,0,0
ENSG00000162438|CTRC,0,0,0,0,0,0
ENSG00000142615|CELA2A,0,0,0,0,0,0
ENSG00000215704|CELA2B,0,0,0,0,0,0
ENSG00000132906|CASP9,0,0,0,0,0,0
ENSG00000116138|DNAJC16,0,0,0,0,0,0
ENSG00000251866|SCARNA21B,0,0,0,0,0,0
ENSG00000272510,0,0,0,0,0,0
ENSG00000116771|AGMAT,0,0,0,0,0,0
ENSG00000237301,0,0,0,0,0,0
ENSG00000235084|CHCHD2P6,0,0,0,0,0,0
ENSG00000252417|RNU7-179P,0,0,0,0,0,0
ENSG00000294489,0,0,0,0,0,0
ENSG00000236500|CD24P1,0,0,0,0,0,0
ENSG00000197312|DDI2,0,0,0,0,0,0
ENSG00000215695|RSC1A1,0,0,0,0,0,0
ENSG00000116786|PLEKHM2,0,0,0,0,0,0
ENSG00000271742,0,0,0,0,0,0
ENSG00000237938,0,0,0,0,0,0
ENSG00000162461|SLC25A34,0,0,0,0,0,0
ENSG00000224459|SLC25A34-AS1,0,0,0,0,0,0
ENSG00000162460|TMEM82,0,0,0,0,0,0
ENSG00000297277,0,0,0,0,0,0
ENSG00000162458|FBLIM1,0,0,0,0,0,0
ENSG00000179743|SPEN-AS1,0,0,0,0,0,0
ENSG00000224321|RPL12P14,0,0,0,0,0,0
ENSG00000233954|UQCRHL,0,0,0,0,0,0
ENSG00000178715,0,0,0,0,0,0
ENSG00000065526|SPEN,0,0,0,0,0,0
ENSG00000270620,0,0,0,0,0,0
ENSG00000116809|ZBTB17,0,0,0,0,0,0
ENSG00000234607,0,0,0,0,0,0
ENSG00000231353,0,0,0,0,0,0
ENSG00000275503,0,0,0,0,0,0
ENSG00000224966|TBC1D3P6,0,0,0,0,0,0
ENSG00000183888|SRARP,0,0,0,0,0,0
ENSG00000233078,0,0,0,0,0,0
ENSG00000173641|HSPB7,0,0,0,0,0,0
ENSG00000186510|CLCNKA,0,0,0,0,0,0
ENSG00000307216,0,0,0,0,0,0
ENSG00000232456|FAM131C2P,0,0,0,0,0,0
ENSG00000184908|CLCNKB,0,0,0,0,0,0
ENSG00000185519|FAM131C,0,0,0,0,0,0
ENSG00000142627|EPHA2,0,0,0,0,0,0
ENSG00000227959|EPHA2-AS1,0,0,0,0,0,0
ENSG00000297531,0,0,0,0,0,0
ENSG00000142632|ARHGEF19,0,0,0,0,0,0
ENSG00000291077,0,0,0,0,0,0
ENSG00000237276|ANO7L1,0,0,0,0,0,0
ENSG00000288398,0,0,0,0,0,0
ENSG00000132881|CPLANE2,0,0,0,0,0,0
ENSG00000293791,0,0,0,0,0,0
ENSG00000233929|MT1XP1,0,0,0,0,0,0
ENSG00000037637|FBXO42,0,0,0,0,0,0
ENSG00000055070|SZRD1,0,0,0,0,0,0
ENSG00000226457|RPL22P3,0,0,0,0,0,0
ENSG00000187144|SPATA21,0,0,0,0,0,0
ENSG00000157191|NECAP2,0,0,0,0,0,0
ENSG00000290842|CROCCP3,0,0,0,0,0,0
ENSG00000226029|LINC01772,0,0,0,0,0,0
ENSG00000080947|CROCCP3,0,0,0,0,0,0
ENSG00000306228,0,0,0,0,0,0
ENSG00000206652|RNU1-1,0,0,0,0,0,0
ENSG00000224174,0,0,0,0,0,0
ENSG00000233421|LINC01783,0,0,0,0,0,0
ENSG00000277344|RNU1-6P,0,0,0,0,0,0
ENSG00000298308,0,0,0,0,0,0
ENSG00000225710|PDE4DIPP8,0,0,0,0,0,0
ENSG00000219481|NBPF1,0,0,0,0,0,0
ENSG00000271732,0,0,0,0,0,0
ENSG00000291072,0,0,0,0,0,0
ENSG00000215908|CROCCP2,0,0,0,0,0,0
ENSG00000283773,0,0,0,0,0,0
ENSG00000293920,0,0,0,0,0,0
ENSG00000293901,0,0,0,0,0,0
ENSG00000186301|MST1P2,0,0,0,0,0,0
ENSG00000282143,0,0,0,0,0,0
ENSG00000207513|RNU1-3,0,0,0,0,0,0
ENSG00000280114,0,0,0,0,0,0
ENSG00000290849,0,0,0,0,0,0
ENSG00000236698|EIF1AXP1,0,0,0,0,0,0
ENSG00000296694,0,0,0,0,0,0
ENSG00000268869|ESPNP,0,0,0,0,0,0
ENSG00000279151,0,0,0,0,0,0
ENSG00000293526,0,0,0,0,0,0
ENSG00000282740,0,0,0,0,0,0
ENSG00000058453|CROCC,0,0,0,0,0,0
ENSG00000290850,0,0,0,0,0,0
ENSG00000207389|RNU1-4,0,0,0,0,0,0
ENSG00000227684|CROCCP4,0,0,0,0,0,0
ENSG00000290851,0,0,0,0,0,0
ENSG00000186715|MST1L,0,0,0,0,0,0
ENSG00000223643,0,0,0,0,0,0
ENSG00000230239|PDE4DIPP9,0,0,0,0,0,0
ENSG00000263811|MIR3675,0,0,0,0,0,0
ENSG00000302843,0,0,0,0,0,0
ENSG00000228549|LINC03126,0,0,0,0,0,0
ENSG00000277234|RNU1-5P,0,0,0,0,0,0
ENSG00000238142,0,0,0,0,0,0
ENSG00000235241,0,0,0,0,0,0
ENSG00000207005|RNU1-2,0,0,0,0,0,0
ENSG00000272426,0,0,0,0,0,0
ENSG00000290122,0,0,0,0,0,0
ENSG00000117122|MFAP2,0,0,0,0,0,0
ENSG00000286898,0,0,0,0,0,0
ENSG00000226526,0,0,0,0,0,0
ENSG00000159363|ATP13A2,0,0,0,0,0,0
ENSG00000288636,0,0,0,0,0,0
ENSG00000117118|SDHB,0,0,0,0,0,0
ENSG00000117115|PADI2,0,0,0,0,0,0
ENSG00000204362|LINC02783,0,0,0,0,0,0
ENSG00000282843,0,0,0,0,0,0
ENSG00000142623|PADI1,0,0,0,0,0,0
ENSG00000142619|PADI3,0,0,0,0,0,0
ENSG00000266634|MIR3972,0,0,0,0,0,0
ENSG00000159339|PADI4,0,0,0,0,0,0
ENSG00000276747|PADI6,0,0,0,0,0,0
ENSG00000179051|RCC2,0,0,0,0,0,0
ENSG00000227751|RCC2-AS1,0,0,0,0,0,0
ENSG00000308620,0,0,0,0,0,0
ENSG00000290096,0,0,0,0,0,0
ENSG00000307703,0,0,0,0,0,0
ENSG00000306620,0,0,0,0,0,0
ENSG00000074964|ARHGEF10L,0,0,0,0,0,0
ENSG00000302710,0,0,0,0,0,0
ENSG00000236648|LINC02810,0,0,0,0,0,0
ENSG00000117148|ACTL8,0,0,0,0,0,0
ENSG00000296176,0,0,0,0,0,0
ENSG00000296161,0,0,0,0,0,0
ENSG00000284653,0,0,0,0,0,0
ENSG00000302372,0,0,0,0,0,0
ENSG00000261781|LINC01654,0,0,0,0,0,0
ENSG00000117154|IGSF21,0,0,0,0,0,0
ENSG00000280222,0,0,0,0,0,0
ENSG00000293810,0,0,0,0,0,0
ENSG00000230035|IGSF21-AS1,0,0,0,0,0,0
ENSG00000293766,0,0,0,0,0,0
ENSG00000225387,0,0,0,0,0,0
ENSG00000294535,0,0,0,0,0,0
ENSG00000179023|KLHDC7A,0,0,0,0,0,0
ENSG00000235282|DYNLL1P3,0,0,0,0,0,0
ENSG00000225478,0,0,0,0,0,0
ENSG00000300147,0,0,0,0,0,0
ENSG00000009709|PAX7,0,0,0,0,0,0
ENSG00000308985,0,0,0,0,0,0
ENSG00000179002|TAS1R2,0,0,0,0,0,0
ENSG00000159423|ALDH4A1,0,0,0,0,0,0
ENSG00000265606|MIR4695,0,0,0,0,0,0
ENSG00000221662|MIR1290,0,0,0,0,0,0
ENSG00000310349,0,0,0,0,0,0
ENSG00000169991|IFFO2,0,0,0,0,0,0
ENSG00000295712,0,0,0,0,0,0
ENSG00000308389,0,0,0,0,0,0
ENSG00000307102,0,0,0,0,0,0
ENSG00000272084,0,0,0,0,0,0
ENSG00000127481|UBR4,0,0,0,0,0,0
ENSG00000230424|EMC1-AS1,0,0,0,0,0,0
ENSG00000127463|EMC1,0,0,0,0,0,0
ENSG00000053372|MRTO4,0,0,0,0,0,0
ENSG00000286064,0,0,0,0,0,0
ENSG00000211454|AKR7L,0,0,0,0,0,0
ENSG00000162482|AKR7A3,0,0,0,0,0,0
ENSG00000270728,0,0,0,0,0,0
ENSG00000308073,0,0,0,0,0,0
ENSG00000053371|AKR7A2,0,0,0,0,0,0
ENSG00000200403|RNU6-1099P,0,0,0,0,0,0
ENSG00000040487|SLC66A1,0,0,0,0,0,0
ENSG00000077549|CAPZB,0,0,0,0,0,0
ENSG00000306364,0,0,0,0,0,0
ENSG00000240490|RN7SL277P,0,0,0,0,0,0
ENSG00000306329,0,0,0,0,0,0
ENSG00000173436|MICOS10,0,0,0,0,0,0
ENSG00000306287,0,0,0,0,0,0
ENSG00000201609|RNU4-28P,0,0,0,0,0,0
ENSG00000235185|MICOS10-DT,0,0,0,0,0,0
ENSG00000158747|NBL1,0,0,0,0,0,0
ENSG00000270136|MICOS10-NBL1,0,0,0,0,0,0
ENSG00000226396,0,0,0,0,0,0
ENSG00000306350,0,0,0,0,0,0
ENSG00000158748|HTR6,0,0,0,0,0,0
ENSG00000162542|TMCO4,0,0,0,0,0,0
ENSG00000178828|RNF186,0,0,0,0,0,0
ENSG00000235434|RNF186-AS1,0,0,0,0,0,0
ENSG00000169914|OTUD3,0,0,0,0,0,0
ENSG00000308515,0,0,0,0,0,0
ENSG00000188784|PLA2G2E,0,0,0,0,0,0
ENSG00000242688|RN7SL304P,0,0,0,0,0,0
ENSG00000188257|PLA2G2A,0,0,0,0,0,0
ENSG00000297402,0,0,0,0,0,0
ENSG00000127472|PLA2G5,0,0,0,0,0,0
ENSG00000117215|PLA2G2D,0,0,0,0,0,0
ENSG00000307383,0,0,0,0,0,0
ENSG00000158786|PLA2G2F,0,0,0,0,0,0
ENSG00000227066,0,0,0,0,0,0
ENSG00000187980|PLA2G2C,0,0,0,0,0,0
ENSG00000162543|UBXN10,0,0,0,0,0,0
ENSG00000228105|LINC01757,0,0,0,0,0,0
ENSG00000284710,0,0,0,0,0,0
ENSG00000158816|VWA5B1,0,0,0,0,0,0
ENSG00000226664,0,0,0,0,0,0
ENSG00000304627,0,0,0,0,0,0
ENSG00000236963|LINC01141,0,0,0,0,0,0
ENSG00000226487,0,0,0,0,0,0
ENSG00000284641,0,0,0,0,0,0
ENSG00000284743,0,0,0,0,0,0
ENSG00000296909,0,0,0,0,0,0
ENSG00000162545|CAMK2N1,0,0,0,0,0,0
ENSG00000289402,0,0,0,0,0,0
ENSG00000090432|MUL1,0,0,0,0,0,0
ENSG00000215520|RPS4XP4,0,0,0,0,0,0
ENSG00000183114|FAM43B,0,0,0,0,0,0
ENSG00000158825|CDA,0,0,0,0,0,0
ENSG00000158828|PINK1,0,0,0,0,0,0
ENSG00000284005|MIR6084,0,0,0,0,0,0
ENSG00000117242|PINK1-AS,0,0,0,0,0,0
ENSG00000244038|DDOST,0,0,0,0,0,0
ENSG00000296887,0,0,0,0,0,0
ENSG00000117245|KIF17,0,0,0,0,0,0
ENSG00000235432,0,0,0,0,0,0
ENSG00000189410|SH2D5,0,0,0,0,0,0
ENSG00000298940,0,0,0,0,0,0
ENSG00000233069,0,0,0,0,0,0
ENSG00000127483|HP1BP3,0,0,0,0,0,0
ENSG00000075151|EIF4G3,0,0,0,0,0,0
ENSG00000251914|RNU7-200P,0,0,0,0,0,0
ENSG00000221808|MIR1256,0,0,0,0,0,0
ENSG00000233072|RPS15AP6,0,0,0,0,0,0
ENSG00000236073,0,0,0,0,0,0
ENSG00000235112|HSPE1P27,0,0,0,0,0,0
ENSG00000287192,0,0,0,0,0,0
ENSG00000117298|ECE1,0,0,0,0,0,0
ENSG00000236936,0,0,0,0,0,0
ENSG00000231105|ECE1-AS1,0,0,0,0,0,0
ENSG00000296859,0,0,0,0,0,0
ENSG00000236216|PPP1R11P1,0,0,0,0,0,0
ENSG00000228823|PDE4DIPP10,0,0,0,0,0,0
ENSG00000236009,0,0,0,0,0,0
ENSG00000227001|NBPF2P,0,0,0,0,0,0
ENSG00000187952|HS6ST1P1,0,0,0,0,0,0
ENSG00000186543|CROCCP5,0,0,0,0,0,0
ENSG00000295832,0,0,0,0,0,0
ENSG00000142794|NBPF3,0,0,0,0,0,0
ENSG00000176378|PFN1P10,0,0,0,0,0,0
ENSG00000162551|ALPL,0,0,0,0,0,0
ENSG00000298372,0,0,0,0,0,0
ENSG00000289715,0,0,0,0,0,0
ENSG00000305564,0,0,0,0,0,0
ENSG00000233431|LINC02596,0,0,0,0,0,0
ENSG00000076864|RAP1GAP,0,0,0,0,0,0
ENSG00000090686|USP48,0,0,0,0,0,0
ENSG00000231978,0,0,0,0,0,0
ENSG00000187942|LDLRAD2,0,0,0,0,0,0
ENSG00000142798|HSPG2,0,0,0,0,0,0
ENSG00000305448,0,0,0,0,0,0
ENSG00000232037|RPL21P29,0,0,0,0,0,0
ENSG00000293453,0,0,0,0,0,0
ENSG00000283234,0,0,0,0,0,0
ENSG00000219073|CELA3B,0,0,0,0,0,0
ENSG00000285959,0,0,0,0,0,0
ENSG00000273610|RN7SL386P,0,0,0,0,0,0
ENSG00000201919|RNU6-1022P,0,0,0,0,0,0
ENSG00000142789|CELA3A,0,0,0,0,0,0
ENSG00000278124|RN7SL186P,0,0,0,0,0,0
ENSG00000201273|RNU6-776P,0,0,0,0,0,0
ENSG00000228397|LINC01635,0,0,0,0,0,0
ENSG00000218510|LINC00339,0,0,0,0,0,0
ENSG00000289694,0,0,0,0,0,0
ENSG00000285752|CDC42-AS1,0,0,0,0,0,0
ENSG00000285794,0,0,0,0,0,0
ENSG00000070831|CDC42,0,0,0,0,0,0
ENSG00000230068|CDC42-IT1,0,0,0,0,0,0
ENSG00000271428|MPHOSPH6P1,0,0,0,0,0,0
ENSG00000305135,0,0,0,0,0,0
ENSG00000162552|WNT4,0,0,0,0,0,0
ENSG00000305152,0,0,0,0,0,0
ENSG00000285873,0,0,0,0,0,0
ENSG00000294752,0,0,0,0,0,0
ENSG00000266564|MIR4418,0,0,0,0,0,0
ENSG00000294164,0,0,0,0,0,0
ENSG00000302675,0,0,0,0,0,0
ENSG00000234397|PPIAP34,0,0,0,0,0,0
ENSG00000279625,0,0,0,0,0,0
ENSG00000299881,0,0,0,0,0,0
ENSG00000184677|ZBTB40,0,0,0,0,0,0
ENSG00000302246,0,0,0,0,0,0
ENSG00000237200|ZBTB40-IT1,0,0,0,0,0,0
ENSG00000070886|EPHA8,0,0,0,0,0,0
ENSG00000276835|MIR6127,0,0,0,0,0,0
ENSG00000173372|C1QA,0,0,0,0,0,0
ENSG00000289692,0,0,0,0,0,0
ENSG00000159189|C1QC,0,0,0,0,0,0
ENSG00000308848,0,0,0,0,0,0
ENSG00000173369|C1QB,0,0,0,0,0,0
ENSG00000133216|EPHB2,0,0,0,0,0,0
ENSG00000265422|MIR4684,0,0,0,0,0,0
ENSG00000225952,0,0,0,0,0,0
ENSG00000264014|MIR4253,0,0,0,0,0,0
ENSG00000215906|LACTBL1,0,0,0,0,0,0
ENSG00000297948,0,0,0,0,0,0
ENSG00000227868|TEX46,0,0,0,0,0,0
ENSG00000004487|KDM1A,0,0,0,0,0,0
ENSG00000240553,0,0,0,0,0,0
ENSG00000263793|MIR3115,0,0,0,0,0,0
ENSG00000266802,0,0,0,0,0,0
ENSG00000169641|LUZP1,0,0,0,0,0,0
ENSG00000293565,0,0,0,0,0,0
ENSG00000229010,0,0,0,0,0,0
ENSG00000206935|RNU6-514P,0,0,0,0,0,0
ENSG00000252578|RNU6-135P,0,0,0,0,0,0
ENSG00000289014,0,0,0,0,0,0
ENSG00000179546|HTR1D,0,0,0,0,0,0
ENSG00000304077,0,0,0,0,0,0
ENSG00000215381|RPL29P6,0,0,0,0,0,0
ENSG00000302918,0,0,0,0,0,0
ENSG00000261326|LINC01355,0,0,0,0,0,0
ENSG00000284726,0,0,0,0,0,0
ENSG00000125944|HNRNPR,0,0,0,0,0,0
ENSG00000125945|ZNF436,0,0,0,0,0,0
ENSG00000249087|ZNF436-AS1,0,0,0,0,0,0
ENSG00000201405|Y_RNA,0,0,0,0,0,0
ENSG00000204219|TCEA3,0,0,0,0,0,0
ENSG00000271420,0,0,0,0,0,0
ENSG00000232482,0,0,0,0,0,0
ENSG00000295946,0,0,0,0,0,0
ENSG00000088280|ASAP3,0,0,0,0,0,0
ENSG00000007968|E2F2,0,0,0,0,0,0
ENSG00000307540,0,0,0,0,0,0
ENSG00000307580,0,0,0,0,0,0
ENSG00000235052,0,0,0,0,0,0
ENSG00000117318|ID3,0,0,0,0,0,0
ENSG00000307609,0,0,0,0,0,0
ENSG00000285802,0,0,0,0,0,0
ENSG00000197880|MDS2,0,0,0,0,0,0
ENSG00000229239|EEF1A1P48,0,0,0,0,0,0
ENSG00000304075,0,0,0,0,0,0
ENSG00000142676|RPL11,0,0,0,0,0,0
ENSG00000236810|ELOA-AS1,0,0,0,0,0,0
ENSG00000011007|ELOA,0,0,0,0,0,0
ENSG00000057757|PITHD1,0,0,0,0,0,0
ENSG00000289835,0,0,0,0,0,0
ENSG00000011009|LYPLA2,0,0,0,0,0,0
ENSG00000117308|GALE,0,0,0,0,0,0
ENSG00000117305|HMGCL,0,0,0,0,0,0
ENSG00000179163|FUCA1,0,0,0,0,0,0
ENSG00000188822|CNR2,0,0,0,0,0,0
ENSG00000229106|BTBD6P1,0,0,0,0,0,0
ENSG00000232557,0,0,0,0,0,0
ENSG00000264926|MIR378F,0,0,0,0,0,0
ENSG00000299163,0,0,0,0,0,0
ENSG00000230228|H3P1,0,0,0,0,0,0
ENSG00000189266|PNRC2,0,0,0,0,0,0
ENSG00000188529|SRSF10,0,0,0,0,0,0
ENSG00000225315,0,0,0,0,0,0
ENSG00000215905|RPL36P5,0,0,0,0,0,0
ENSG00000142661|MYOM3,0,0,0,0,0,0
ENSG00000230703|MYOM3-AS1,0,0,0,0,0,0
ENSG00000142677|IL22RA1,0,0,0,0,0,0
ENSG00000185436|IFNLR1,0,0,0,0,0,0
ENSG00000158055|GRHL3,0,0,0,0,0,0
ENSG00000230023|LINC02800,0,0,0,0,0,0
ENSG00000309961,0,0,0,0,0,0
ENSG00000232298|GRHL3-AS1,0,0,0,0,0,0
ENSG00000001460|STPG1,0,0,0,0,0,0
ENSG00000307212,0,0,0,0,0,0
ENSG00000001461|NIPAL3,0,0,0,0,0,0
ENSG00000286061|RCAN3AS,0,0,0,0,0,0
ENSG00000117602|RCAN3,0,0,0,0,0,0
ENSG00000184454|NCMAP,0,0,0,0,0,0
ENSG00000227312,0,0,0,0,0,0
ENSG00000298126,0,0,0,0,0,0
ENSG00000239106|Y_RNA,0,0,0,0,0,0
ENSG00000133226|SRRM1,0,0,0,0,0,0
ENSG00000307307,0,0,0,0,0,0
ENSG00000284699,0,0,0,0,0,0
ENSG00000307325,0,0,0,0,0,0
ENSG00000169504|CLIC4,0,0,0,0,0,0
ENSG00000238482|RNU6-1208P,0,0,0,0,0,0
ENSG00000293733,0,0,0,0,0,0
ENSG00000020633|RUNX3,0,0,0,0,0,0
ENSG00000278034|MIR6731,0,0,0,0,0,0
ENSG00000229162|RUNX3-AS1,0,0,0,0,0,0
ENSG00000261025,0,0,0,0,0,0
ENSG00000264371|MIR4425,0,0,0,0,0,0
ENSG00000285823|LINC02793,0,0,0,0,0,0
ENSG00000233755,0,0,0,0,0,0
ENSG00000303094,0,0,0,0,0,0
ENSG00000306010,0,0,0,0,0,0
ENSG00000233419|IFITM3P7,0,0,0,0,0,0
ENSG00000307250,0,0,0,0,0,0
ENSG00000231953,0,0,0,0,0,0
ENSG00000117614|SYF2,0,0,0,0,0,0
ENSG00000284657,0,0,0,0,0,0
ENSG00000299599,0,0,0,0,0,0
ENSG00000117616|RSRP1,0,0,0,0,0,0
ENSG00000272432,0,0,0,0,0,0
ENSG00000261349,0,0,0,0,0,0
ENSG00000187010|RHD,0,0,0,0,0,0
ENSG00000309241,0,0,0,0,0,0
ENSG00000224183|SDHDP6,0,0,0,0,0,0
ENSG00000259984,0,0,0,0,0,0
ENSG00000183726|TMEM50A,0,0,0,0,0,0
ENSG00000188672|RHCE,0,0,0,0,0,0
ENSG00000238084,0,0,0,0,0,0
ENSG00000204178|MACO1,0,0,0,0,0,0
ENSG00000157978|LDLRAP1,0,0,0,0,0,0
ENSG00000117643|MAN1C1,0,0,0,0,0,0
ENSG00000233478,0,0,0,0,0,0
ENSG00000162430|SELENON,0,0,0,0,0,0
ENSG00000255054,0,0,0,0,0,0
ENSG00000228172,0,0,0,0,0,0
ENSG00000117640|MTFR1L,0,0,0,0,0,0
ENSG00000272478,0,0,0,0,0,0
ENSG00000127423|AUNIP,0,0,0,0,0,0
ENSG00000236528,0,0,0,0,0,0
ENSG00000182749|PAQR7,0,0,0,0,0,0
ENSG00000207302|Y_RNA,0,0,0,0,0,0
ENSG00000117632|STMN1,0,0,0,0,0,0
ENSG00000229786|SNRPFP2,0,0,0,0,0,0
ENSG00000223624,0,0,0,0,0,0
ENSG00000294297,0,0,0,0,0,0
ENSG00000283938|MIR3917,0,0,0,0,0,0
ENSG00000294284,0,0,0,0,0,0
ENSG00000158006|PAFAH2,0,0,0,0,0,0
ENSG00000207237|RNU6-110P,0,0,0,0,0,0
ENSG00000310101,0,0,0,0,0,0
ENSG00000252190,0,0,0,0,0,0
ENSG00000252691,0,0,0,0,0,0
ENSG00000158008|EXTL1,0,0,0,0,0,0
ENSG00000310112,0,0,0,0,0,0
ENSG00000158014|SLC30A2,0,0,0,0,0,0
ENSG00000301481,0,0,0,0,0,0
ENSG00000301509,0,0,0,0,0,0
ENSG00000284309,0,0,0,0,0,0
ENSG00000158022|TRIM63,0,0,0,0,0,0
ENSG00000309383,0,0,0,0,0,0
ENSG00000175087|PDIK1L,0,0,0,0,0,0
ENSG00000309933,0,0,0,0,0,0
ENSG00000197245|FAM110D,0,0,0,0,0,0
ENSG00000282872|C1orf232,0,0,0,0,0,0
ENSG00000236782|ZNF593OS,0,0,0,0,0,0
ENSG00000142684|ZNF593,0,0,0,0,0,0
ENSG00000142675|CNKSR1,0,0,0,0,0,0
ENSG00000302380,0,0,0,0,0,0
ENSG00000188782|CATSPER4,0,0,0,0,0,0
ENSG00000236155|ZPLD2P,0,0,0,0,0,0
ENSG00000293494|ZPLD2P,0,0,0,0,0,0
ENSG00000278572,0,0,0,0,0,0
ENSG00000306815,0,0,0,0,0,0
ENSG00000130695|CEP85,0,0,0,0,0,0
ENSG00000270733,0,0,0,0,0,0
ENSG00000301028,0,0,0,0,0,0
ENSG00000142669|SH3BGRL3,0,0,0,0,0,0
ENSG00000158062|UBXN11,0,0,0,0,0,0
ENSG00000169442|CD52,0,0,0,0,0,0
ENSG00000176092|CRYBG2,0,0,0,0,0,0
ENSG00000225854,0,0,0,0,0,0
ENSG00000176083|ZNF683,0,0,0,0,0,0
ENSG00000131914|LIN28A,0,0,0,0,0,0
ENSG00000225891|DHDDS-AS1,0,0,0,0,0,0
ENSG00000117682|DHDDS,0,0,0,0,0,0
ENSG00000223583|RPL17P9,0,0,0,0,0,0
ENSG00000198830|HMGN2,0,0,0,0,0,0
ENSG00000294798,0,0,0,0,0,0
ENSG00000224129|DPPA2P2,0,0,0,0,0,0
ENSG00000117676|RPS6KA1,0,0,0,0,0,0
ENSG00000238705|MIR1976,0,0,0,0,0,0
ENSG00000243905|RN7SL679P,0,0,0,0,0,0
ENSG00000252802|Y_RNA,0,0,0,0,0,0
ENSG00000252429|RNU7-29P,0,0,0,0,0,0
ENSG00000289452,0,0,0,0,0,0
ENSG00000299831,0,0,0,0,0,0
ENSG00000299868,0,0,0,0,0,0
ENSG00000229247,0,0,0,0,0,0
ENSG00000238316,0,0,0,0,0,0
ENSG00000235069,0,0,0,0,0,0
ENSG00000299849,0,0,0,0,0,0
ENSG00000260063,0,0,0,0,0,0
ENSG00000290006,0,0,0,0,0,0
ENSG00000117713|ARID1A,0,0,0,0,0,0
ENSG00000303544,0,0,0,0,0,0
ENSG00000060642|PIGV,0,0,0,0,0,0
ENSG00000241188|RN7SL165P,0,0,0,0,0,0
ENSG00000287810,0,0,0,0,0,0
ENSG00000204160|ZDHHC18,0,0,0,0,0,0
ENSG00000304862,0,0,0,0,0,0
ENSG00000175793|SFN,0,0,0,0,0,0
ENSG00000309929,0,0,0,0,0,0
ENSG00000142751|GPN2,0,0,0,0,0,0
ENSG00000226698|GPN2-AS1,0,0,0,0,0,0
ENSG00000289554,0,0,0,0,0,0
ENSG00000198746|GPATCH3,0,0,0,0,0,0
ENSG00000090273|NUDC,0,0,0,0,0,0
ENSG00000131910|NR0B2,0,0,0,0,0,0
ENSG00000175707|KDF1,0,0,0,0,0,0
ENSG00000297103,0,0,0,0,0,0
ENSG00000172746|RPL12P13,0,0,0,0,0,0
ENSG00000224064|RPL32P6,0,0,0,0,0,0
ENSG00000225294|OSTCP2,0,0,0,0,0,0
ENSG00000253368|TRNP1,0,0,0,0,0,0
ENSG00000158246|TENT5B,0,0,0,0,0,0
ENSG00000299378,0,0,0,0,0,0
ENSG00000299392,0,0,0,0,0,0
ENSG00000090020|SLC9A1,0,0,0,0,0,0
ENSG00000298936,0,0,0,0,0,0
ENSG00000229985,0,0,0,0,0,0
ENSG00000214973|CHCHD3P3,0,0,0,0,0,0
ENSG00000225159|NPM1P39,0,0,0,0,0,0
ENSG00000225990|SNRPEP7,0,0,0,0,0,0
ENSG00000224311|WDTC1-DT,0,0,0,0,0,0
ENSG00000142784|WDTC1,0,0,0,0,0,0
ENSG00000252098|Y_RNA,0,0,0,0,0,0
ENSG00000243659,0,0,0,0,0,0
ENSG00000186501|TMEM222,0,0,0,0,0,0
ENSG00000206888|RNU6-48P,0,0,0,0,0,0
ENSG00000241547|ACTG1P20,0,0,0,0,0,0
ENSG00000304055,0,0,0,0,0,0
ENSG00000142765|SYTL1,0,0,0,0,0,0
ENSG00000142733|MAP3K6,0,0,0,0,0,0
ENSG00000142748|FCN3,0,0,0,0,0,0
ENSG00000174950|CD164L2,0,0,0,0,0,0
ENSG00000231207,0,0,0,0,0,0
ENSG00000306354,0,0,0,0,0,0
ENSG00000306368,0,0,0,0,0,0
ENSG00000181773|GPR3,0,0,0,0,0,0
ENSG00000158195|WASF2,0,0,0,0,0,0
ENSG00000241169,0,0,0,0,0,0
ENSG00000301155,0,0,0,0,0,0
ENSG00000237429,0,0,0,0,0,0
ENSG00000300499,0,0,0,0,0,0
ENSG00000126705|AHDC1,0,0,0,0,0,0
ENSG00000300470,0,0,0,0,0,0
ENSG00000000938|FGR,0,0,0,0,0,0
ENSG00000301194,0,0,0,0,0,0
ENSG00000310432,0,0,0,0,0,0
ENSG00000235912,0,0,0,0,0,0
ENSG00000233975|LINC02574,0,0,0,0,0,0
ENSG00000126709|IFI6,0,0,0,0,0,0
